gene_mouse,gene_upper
Ppp1r14d,PPP1R14D
Spint1,SPINT1
Rhov,RHOV
Vps18,VPS18
Gm14207,GM14207
Dll4,DLL4
Chac1,CHAC1
Ino80,INO80
Exd1,EXD1
1700020I14Rik,1700020I14RIK
Oip5,OIP5
Nusap1,NUSAP1
Ndufaf1,NDUFAF1
Rtf1,RTF1
Itpka,ITPKA
Ltk,LTK
Rpap1,RPAP1
Tyro3,TYRO3
Mga,MGA
Mapkbp1,MAPKBP1
Jmjd7,JMJD7
Pla2g4b,PLA2G4B
Ehd4,EHD4
Pla2g4e,PLA2G4E
Pla2g4d,PLA2G4D
Pla2g4f,PLA2G4F
Vps39,VPS39
Tmem87a,TMEM87A
Ganc,GANC
Capn3,CAPN3
Zfp106,ZFP106
Snap23,SNAP23
Lrrc57,LRRC57
Haus2,HAUS2
Cdan1,CDAN1
Ttbk2,TTBK2
AV039307,AV039307
Ubr1,UBR1
Tmem62,TMEM62
Ccndbp1,CCNDBP1
Tgm5,TGM5
Tgm7,TGM7
Lcmt2,LCMT2
Adal,ADAL
Zscan29,ZSCAN29
Tubgcp4,TUBGCP4
Trp53bp1,TRP53BP1
Ppip5k1,PPIP5K1
Ckmt1,CKMT1
Strc,STRC
Catsper2,CATSPER2
Pdia3,PDIA3
Ell3,ELL3
Serf2,SERF2
Serinc4,SERINC4
Mfap1b,MFAP1B
Mfap1a,MFAP1A
Wdr76,WDR76
Frmd5,FRMD5
Casc4,CASC4
Mageb3,MAGEB3
Ctdspl2,CTDSPL2
Spg11,SPG11
Patl2,PATL2
B2m,B2M
Trim69,TRIM69
Sord,SORD
Duox2,DUOX2
Duoxa2,DUOXA2
Duoxa1,DUOXA1
Duox1,DUOX1
Shf,SHF
Slc28a2,SLC28A2
Bambi-ps1,BAMBI-PS1
Gm14085,GM14085
Gatm,GATM
AA467197,AA467197
Slc30a4,SLC30A4
4930517E11Rik,4930517E11RIK
4930583P06Rik,4930583P06RIK
Sema6d,SEMA6D
Slc24a5,SLC24A5
Myef2,MYEF2
Ctxn2,CTXN2
Slc12a1,SLC12A1
Dut,DUT
Fbn1,FBN1
Cep152,CEP152
Shc4,SHC4
Eid1,EID1
Secisbp2l,SECISBP2L
Cops2,COPS2
Galk2,GALK2
Fgf7,FGF7
Dtwd1,DTWD1
Atp8b4,ATP8B4
Slc27a2,SLC27A2
Hdc,HDC
Gabpb1,GABPB1
Usp8,USP8
Usp50,USP50
Trpm7,TRPM7
Ap4e1,AP4E1
Blvra,BLVRA
Ncaph,NCAPH
Itpripl1,ITPRIPL1
1810024B03Rik,1810024B03RIK
Snrnp200,SNRNP200
Ciao1,CIAO1
Tmem127,TMEM127
Stard7,STARD7
Dusp2,DUSP2
Astl,ASTL
Adra2b,ADRA2B
Gpat2,GPAT2
Fahd2a,FAHD2A
Kcnip3,KCNIP3
Prom2,PROM2
Zfp661,ZFP661
Mrps5,MRPS5
Mal,MAL
Mall,MALL
Nphp1,NPHP1
1500011K16Rik,1500011K16RIK
Bub1,BUB1
Acoxl,ACOXL
Bcl2l11,BCL2L11
Gm14005,GM14005
Anapc1,ANAPC1
Mertk,MERTK
Tmem87b,TMEM87B
Fbln7,FBLN7
Zc3h8,ZC3H8
Zc3h6,ZC3H6
Ttl,TTL
Polr1b,POLR1B
Chchd5,CHCHD5
Slc20a1,SLC20A1
A730036I17Rik,A730036I17RIK
Ckap2l,CKAP2L
Gm14023,GM14023
Il1a,IL1A
Il1b,IL1B
Sirpa,SIRPA
Pdyn,PDYN
Stk35,STK35
Tgm3,TGM3
AU015228,AU015228
Tgm6,TGM6
Snrpb,SNRPB
Tmc2,TMC2
Nop56,NOP56
Idh3b,IDH3B
Ebf4,EBF4
Cpxm1,CPXM1
1700020A23Rik,1700020A23RIK
Vps16,VPS16
Ptpra,PTPRA
4930473A02Rik,4930473A02RIK
Mrps26,MRPS26
Oxt,OXT
Avp,AVP
Ubox5,UBOX5
Fastkd5,FASTKD5
Ddrgk1,DDRGK1
Itpa,ITPA
Slc4a11,SLC4A11
4930402H24Rik,4930402H24RIK
Gm14057,GM14057
A730017L22Rik,A730017L22RIK
Atrn,ATRN
Gfra4,GFRA4
Adam33,ADAM33
Siglec1,SIGLEC1
Hspa12b,HSPA12B
1700037H04Rik,1700037H04RIK
Spef1,SPEF1
Cenpb,CENPB
Cdc25b,CDC25B
Mavs,MAVS
Pank2,PANK2
Rnf24,RNF24
Smox,SMOX
Adra1d,ADRA1D
5330413P13Rik,5330413P13RIK
Erv3,ERV3
Prnp,PRNP
Prnd,PRND
Rassf2,RASSF2
Slc23a2,SLC23A2
Pcna,PCNA
Cds2,CDS2
Prokr2,PROKR2
1700026D11Rik,1700026D11RIK
Gpcpd1,GPCPD1
AU019990,AU019990
Chgb,CHGB
Trmt6,TRMT6
Mcm8,MCM8
Crls1,CRLS1
Lrrn4,LRRN4
Fermt1,FERMT1
Bmp2,BMP2
Hao1,HAO1
Tmx4,TMX4
Plcb1,PLCB1
4930545L23Rik,4930545L23RIK
9630028H03Rik,9630028H03RIK
Plcb4,PLCB4
Pak7,PAK7
Snap25,SNAP25
Mkks,MKKS
Jag1,JAG1
Btbd3,BTBD3
Sptlc3,SPTLC3
Ism1,ISM1
Tasp1,TASP1
Esf1,ESF1
Sel1l2,SEL1L2
Macrod2,MACROD2
Flrt3,FLRT3
Kif16b,KIF16B
Snrpb2,SNRPB2
Otor,OTOR
Pcsk2,PCSK2
Bfsp1,BFSP1
Dstn,DSTN
Rrbp1,RRBP1
Banf2,BANF2
Gm5535,GM5535
Snx5,SNX5
Snord17,SNORD17
Ovol2,OVOL2
Zfp133-ps,ZFP133-PS
Polr3f,POLR3F
Rbbp9,RBBP9
Sec23b,SEC23B
Dtd1,DTD1
Slc24a3,SLC24A3
Rin2,RIN2
Naa20,NAA20
Crnkl1,CRNKL1
Insm1,INSM1
Ralgapa2,RALGAPA2
A930019D19Rik,A930019D19RIK
Xrn2,XRN2
Nkx2-2,NKX2-2
Nkx2-2as,NKX2-2AS
AI646519,AI646519
Pax1,PAX1
Foxa2,FOXA2
Sstr4,SSTR4
Thbd,THBD
Cd93,CD93
Nxt1,NXT1
Gzf1,GZF1
Napb,NAPB
Cst11,CST11
8030411F24Rik,8030411F24RIK
Cst12,CST12
Cst8,CST8
Cst13,CST13
Cst9,CST9
9230104L09Rik,9230104L09RIK
Cst3,CST3
Zfp120,ZFP120
Gm14139,GM14139
Zfp937,ZFP937
Gm14124,GM14124
3300002I08Rik,3300002I08RIK
Zfp442,ZFP442
Zfp345,ZFP345
Cst7,CST7
Acss1,ACSS1
E130215H24Rik,E130215H24RIK
Vsx1,VSX1
Entpd6,ENTPD6
Pygb,PYGB
Abhd12,ABHD12
Gins1,GINS1
Ninl,NINL
Nanp,NANP
Nsfl1c,NSFL1C
Fkbp1a,FKBP1A
Sdcbp2,SDCBP2
Snph,SNPH
Psmf1,PSMF1
Rspo4,RSPO4
Angpt4,ANGPT4
Fam110a,FAM110A
Slc52a3,SLC52A3
Scrt2,SCRT2
Srxn1,SRXN1
Tcf15,TCF15
Csnk2a1,CSNK2A1
Tbc1d20,TBC1D20
Rbck1,RBCK1
Trib3,TRIB3
Gm14164,GM14164
Nrsn2,NRSN2
Sox12,SOX12
Zcchc3,ZCCHC3
6820408C15Rik,6820408C15RIK
Defb20,DEFB20
Defb22,DEFB22
Defb26,DEFB26
Defb28,DEFB28
Defb29,DEFB29
Defb21,DEFB21
Defb19,DEFB19
Defb45,DEFB45
Defb36,DEFB36
Defb25,DEFB25
Rem1,REM1
H13,H13
Mcts2,MCTS2
Id1,ID1
Cox4i2,COX4I2
Bcl2l1,BCL2L1
Tpx2,TPX2
Mylk2,MYLK2
Foxs1,FOXS1
Dusp15,DUSP15
Ttll9,TTLL9
Pdrg1,PDRG1
Xkr7,XKR7
Hck,HCK
Tm9sf4,TM9SF4
Tspyl3,TSPYL3
Plagl2,PLAGL2
Pofut1,POFUT1
Kif3b,KIF3B
2500004C02Rik,2500004C02RIK
Asxl1,ASXL1
Commd7,COMMD7
Dnmt3b,DNMT3B
Mapre1,MAPRE1
Efcab8,EFCAB8
Bpifb2,BPIFB2
Bpifb6,BPIFB6
Bpifb3,BPIFB3
Bpifb4,BPIFB4
Bpifa6,BPIFA6
Bpifa2,BPIFA2
Bpifa1,BPIFA1
Bpifa5,BPIFA5
Bpifb1,BPIFB1
Bpifb5,BPIFB5
Cdk5rap1,CDK5RAP1
Snta1,SNTA1
Cbfa2t2,CBFA2T2
Necab3,NECAB3
1700003F12Rik,1700003F12RIK
E2f1,E2F1
Pxmp4,PXMP4
Zfp341,ZFP341
Chmp4b,CHMP4B
Raly,RALY
Eif2s2,EIF2S2
Ahcy,AHCY
2310005A03Rik,2310005A03RIK
Itch,ITCH
Dynlrb1,DYNLRB1
Map1lc3a,MAP1LC3A
Pigu,PIGU
Trp53inp2,TRP53INP2
Ncoa6,NCOA6
Ggt7,GGT7
Acss2,ACSS2
Gss,GSS
Myh7b,MYH7B
Trpc4ap,TRPC4AP
Edem2,EDEM2
Procr,PROCR
Mmp24,MMP24
BC029722,BC029722
Eif6,EIF6
Fam83c,FAM83C
Gdf5,GDF5
Cep250,CEP250
6430550D23Rik,6430550D23RIK
Ergic3,ERGIC3
Fer1l4,FER1L4
Spag4,SPAG4
Cpne1,CPNE1
Rbm12,RBM12
Nfs1,NFS1
Romo1,ROMO1
Rbm39,RBM39
Phf20,PHF20
Scand1,SCAND1
2900097C17Rik,2900097C17RIK
Dlgap4,DLGAP4
4930405A21Rik,4930405A21RIK
Myl9,MYL9
Tgif2,TGIF2
5430405H02Rik,5430405H02RIK
Sla2,SLA2
Ndrg3,NDRG3
Dsn1,DSN1
Samhd1,SAMHD1
Rbl1,RBL1
Rpn2,RPN2
Ghrh,GHRH
Manbal,MANBAL
Src,SRC
Blcap,BLCAP
Nnat,NNAT
Ctnnbl1,CTNNBL1
Vstm2l,VSTM2L
Tti1,TTI1
Rprd1b,RPRD1B
2010009K17Rik,2010009K17RIK
Tgm2,TGM2
D630003M21Rik,D630003M21RIK
1700060C20Rik,1700060C20RIK
Bpi,BPI
Lbp,LBP
Snhg11,SNHG11
Ralgapb,RALGAPB
Adig,ADIG
Arhgap40,ARHGAP40
Gm14204,GM14204
Slc32a1,SLC32A1
Actr5,ACTR5
Ppp1r16b,PPP1R16B
Fam83d,FAM83D
Dhx35,DHX35
4933416E03Rik,4933416E03RIK
9130015L21Rik,9130015L21RIK
Gm826,GM826
Mafb,MAFB
Top1,TOP1
Plcg1,PLCG1
Zhx3,ZHX3
Lpin3,LPIN3
Emilin3,EMILIN3
Chd6,CHD6
Ptprt,PTPRT
9430021M05Rik,9430021M05RIK
Srsf6,SRSF6
L3mbtl1,L3MBTL1
Sgk2,SGK2
Ift52,IFT52
Mybl2,MYBL2
Gtsf1l,GTSF1L
Tox2,TOX2
Jph2,JPH2
Gdap1l1,GDAP1L1
Fitm2,FITM2
2310001K24Rik,2310001K24RIK
R3hdml,R3HDML
Hnf4a,HNF4A
Ttpal,TTPAL
Serinc3,SERINC3
0610039K10Rik,0610039K10RIK
Pkig,PKIG
Ada,ADA
Wisp2,WISP2
Ywhab,YWHAB
Pabpc1l,PABPC1L
Tomm34,TOMM34
Stk4,STK4
Kcns1,KCNS1
Wfdc5,WFDC5
Wfdc12,WFDC12
Wfdc15a,WFDC15A
Wfdc15b,WFDC15B
Svs2,SVS2
Svs3b,SVS3B
Svs4,SVS4
Svs6,SVS6
Svs5,SVS5
Slpi,SLPI
Matn4,MATN4
Rbpjl,RBPJL
Sdc4,SDC4
Sys1,SYS1
Dbndd2,DBNDD2
Pigt,PIGT
Wfdc2,WFDC2
Spint3,SPINT3
Wfdc6a,WFDC6A
Wfdc8,WFDC8
Wfdc6b,WFDC6B
Wfdc16,WFDC16
Wfdc9,WFDC9
Wfdc10,WFDC10
Wfdc11,WFDC11
Wfdc13,WFDC13
Spint4,SPINT4
Wfdc3,WFDC3
Dnttip1,DNTTIP1
Ube2c,UBE2C
Tnnc2,TNNC2
Snx21,SNX21
Acot8,ACOT8
Zswim3,ZSWIM3
Zswim1,ZSWIM1
Spata25,SPATA25
Neurl2,NEURL2
Ctsa,CTSA
Pltp,PLTP
Pcif1,PCIF1
Zfp335,ZFP335
Mmp9,MMP9
Slc12a5,SLC12A5
Ncoa5,NCOA5
Cd40,CD40
Cdh22,CDH22
Slc35c2,SLC35C2
Elmo2,ELMO2
Zfp663,ZFP663
Zfp334,ZFP334
Ocstamp,OCSTAMP
Slc13a3,SLC13A3
Slc2a10,SLC2A10
Eya2,EYA2
Zmynd8,ZMYND8
Ncoa3,NCOA3
Sulf2,SULF2
Gm11468,GM11468
5031425F14Rik,5031425F14RIK
Prex1,PREX1
Arfgef2,ARFGEF2
Cse1l,CSE1L
Stau1,STAU1
Ddx27,DDX27
Znfx1,ZNFX1
Snord12,SNORD12
Kcnb1,KCNB1
Ptgis,PTGIS
B4galt5,B4GALT5
Slc9a8,SLC9A8
Spata2,SPATA2
Rnf114,RNF114
Snai1,SNAI1
Ube2v1,UBE2V1
Tmem189,TMEM189
Cebpb,CEBPB
A530013C23Rik,A530013C23RIK
Ptpn1,PTPN1
Pard6b,PARD6B
E130018N17Rik,E130018N17RIK
Adnp,ADNP
Dpm1,DPM1
Mocs3,MOCS3
Kcng1,KCNG1
Nfatc2,NFATC2
Atp9a,ATP9A
Sall4,SALL4
Zfp64,ZFP64
1700017J07Rik,1700017J07RIK
Tshz2,TSHZ2
Zfp217,ZFP217
Bcas1,BCAS1
Cyp24a1,CYP24A1
Pfdn4,PFDN4
Gm16796,GM16796
4930470P17Rik,4930470P17RIK
Dok5,DOK5
Cbln4,CBLN4
Aurka,AURKA
Cstf1,CSTF1
Cass4,CASS4
Gcnt7,GCNT7
Tfap2c,TFAP2C
Bmp7,BMP7
Spo11,SPO11
Rae1,RAE1
Rbm38,RBM38
Ctcfl,CTCFL
Pck1,PCK1
Zbp1,ZBP1
Pmepa1,PMEPA1
Ankrd60,ANKRD60
Ppp4r1l-ps,PPP4R1L-PS
Rab22a,RAB22A
1700010B08Rik,1700010B08RIK
Vapb,VAPB
Stx16,STX16
Npepl1,NPEPL1
Gm10714,GM10714
Nespas,NESPAS
Gnas,GNAS
Ctsz,CTSZ
Tubb1,TUBB1
Atp5e,ATP5E
Zfp831,ZFP831
Edn3,EDN3
Gm14393,GM14393
Gm14391,GM14391
Gm6710,GM6710
Gm14288,GM14288
Gm14435,GM14435
Gm14308,GM14308
Gm14405,GM14405
Gm14295,GM14295
Gm14403,GM14403
Gm14322,GM14322
Gm14325,GM14325
Gm14327,GM14327
Gm14326,GM14326
Zfp931,ZFP931
Phactr3,PHACTR3
Sycp2,SYCP2
Ppp1r3d,PPP1R3D
Cdh26,CDH26
Cdh4,CDH4
4921531C22Rik,4921531C22RIK
Lsm14b,LSM14B
Psma7,PSMA7
Ss18l1,SS18L1
Hrh3,HRH3
Osbpl2,OSBPL2
Adrm1,ADRM1
Lama5,LAMA5
Rps21,RPS21
Mir3091,MIR3091
Cables2,CABLES2
Gata5,GATA5
B230312C02Rik,B230312C02RIK
Slco4a1,SLCO4A1
Ntsr1,NTSR1
Ogfr,OGFR
Col9a3,COL9A3
Tcfl5,TCFL5
Dido1,DIDO1
Slc17a9,SLC17A9
Ythdf1,YTHDF1
Birc7,BIRC7
Nkain4,NKAIN4
Arfgap1,ARFGAP1
Col20a1,COL20A1
Chrna4,CHRNA4
Kcnq2,KCNQ2
Eef1a2,EEF1A2
Ppdpf,PPDPF
Ptk6,PTK6
Srms,SRMS
Gmeb2,GMEB2
Stmn3,STMN3
Rtel1,RTEL1
Arfrp1,ARFRP1
Zgpat,ZGPAT
Lime1,LIME1
Slc2a4rg-ps,SLC2A4RG-PS
Zbtb46,ZBTB46
Abhd16b,ABHD16B
Tpd52l2,TPD52L2
Dnajc5,DNAJC5
Uckl1,UCKL1
Samd10,SAMD10
Prpf6,PRPF6
Sox18,SOX18
Tcea2,TCEA2
Rgs19,RGS19
Oprl1,OPRL1
Myt1,MYT1
Pcmtd2,PCMTD2
Polr3k,POLR3K
Hnf4g,HNF4G
1110015O18Rik,1110015O18RIK
2700069I18Rik,2700069I18RIK
Zfhx4,ZFHX4
1700008P02Rik,1700008P02RIK
Pkia,PKIA
Il7,IL7
1700010I02Rik,1700010I02RIK
Stmn2,STMN2
Hey1,HEY1
Mrps28,MRPS28
Tpd52,TPD52
Zbtb10,ZBTB10
C030034L19Rik,C030034L19RIK
Zfp704,ZFP704
Pag1,PAG1
Fabp5,FABP5
Gm9833,GM9833
Pmp2,PMP2
Fabp9,FABP9
Fabp4,FABP4
Fabp12,FABP12
Impa1,IMPA1
Slc10a5,SLC10A5
Zfand1,ZFAND1
Chmp4c,CHMP4C
Snx16,SNX16
Gm10745,GM10745
Ralyl,RALYL
Gm6300,GM6300
Slc7a12,SLC7A12
Lrrcc1,LRRCC1
E2f5,E2F5
1810022K09Rik,1810022K09RIK
Car13,CAR13
Car1,CAR1
Car3,CAR3
Car2,CAR2
A930001A20Rik,A930001A20RIK
Gm9733,GM9733
Sirpb1a,SIRPB1A
Sirpb1b,SIRPB1B
Gm5150,GM5150
Ythdf3,YTHDF3
Bhlhe22,BHLHE22
Cyp7b1,CYP7B1
Armc1,ARMC1
Mtfr1,MTFR1
Pde7a,PDE7A
Dnajc5b,DNAJC5B
Trim55,TRIM55
Crh,CRH
4632415L05Rik,4632415L05RIK
Cp,CP
Hps3,HPS3
Hltf,HLTF
Gyg,GYG
Cpa3,CPA3
Cpb1,CPB1
Agtr1b,AGTR1B
Tbl1xr1,TBL1XR1
Rprl2,RPRL2
Nlgn1,NLGN1
Ect2,ECT2
1700125G22Rik,1700125G22RIK
Nceh1,NCEH1
Tnfsf10,TNFSF10
Ghsr,GHSR
Fndc3b,FNDC3B
Mir3092,MIR3092
Tmem212,TMEM212
Pld1,PLD1
Tnik,TNIK
Slc2a2,SLC2A2
Eif5a2,EIF5A2
Rpl22l1,RPL22L1
Gm1527,GM1527
Egfem1,EGFEM1
Mecom,MECOM
Mynn,MYNN
Lrrc34,LRRC34
Lrriq4,LRRIQ4
Samd7,SAMD7
Sec62,SEC62
Gpr160,GPR160
Phc3,PHC3
Prkci,PRKCI
Skil,SKIL
Cldn11,CLDN11
Slc7a14,SLC7A14
Kcnmb2,KCNMB2
Zmat3,ZMAT3
Pik3ca,PIK3CA
Kcnmb3,KCNMB3
Zfp639,ZFP639
Mfn1,MFN1
Gnb4,GNB4
Actl6a,ACTL6A
Mrpl47,MRPL47
Ndufb5,NDUFB5
Usp13,USP13
Pex5l,PEX5L
4930419G24Rik,4930419G24RIK
Ttc14,TTC14
Ccdc39,CCDC39
Fxr1,FXR1
Dnajc19,DNAJC19
Sox2ot,SOX2OT
Sox2,SOX2
Gm6639,GM6639
Atp11b,ATP11B
Dcun1d1,DCUN1D1
Mccc1,MCCC1
Ccdc144b,CCDC144B
Acad9,ACAD9
D3Ertd254e,D3ERTD254E
Qrfpr,QRFPR
Anxa5,ANXA5
1810062G17Rik,1810062G17RIK
Gm11549,GM11549
Exosc9,EXOSC9
Ccna2,CCNA2
Bbs7,BBS7
Trpc3,TRPC3
4932438A13Rik,4932438A13RIK
Adad1,ADAD1
Il2,IL2
Il21,IL21
Cetn4,CETN4
Bbs12,BBS12
Fgf2,FGF2
Nudt6,NUDT6
Spata5,SPATA5
Spry1,SPRY1
Gm5148,GM5148
5430434I15Rik,5430434I15RIK
Ankrd50,ANKRD50
Fat4,FAT4
1700017G19Rik,1700017G19RIK
Intu,INTU
Slc25a31,SLC25A31
Hspa4l,HSPA4L
Plk4,PLK4
Mfsd8,MFSD8
Gm2011,GM2011
Gm10731,GM10731
1700034I23Rik,1700034I23RIK
Larp1b,LARP1B
Pgrmc2,PGRMC2
Sclt1,SCLT1
D3Ertd751e,D3ERTD751E
2610316D01Rik,2610316D01RIK
Pcdh10,PCDH10
Pabpc4l,PABPC4L
Gm7977,GM7977
1700018B24Rik,1700018B24RIK
Pcdh18,PCDH18
Slc7a11,SLC7A11
Elf2,ELF2
Ndufc1,NDUFC1
Naa15,NAA15
Rab33b,RAB33B
Setd7,SETD7
5031434O11Rik,5031434O11RIK
Mgst2,MGST2
Maml3,MAML3
Foxo1,FOXO1
Gm2447,GM2447
Cog6,COG6
Lhfp,LHFP
Nhlrc3,NHLRC3
Stoml3,STOML3
Frem2,FREM2
Ufm1,UFM1
Trpc4,TRPC4
Postn,POSTN
Exosc8,EXOSC8
Alg5,ALG5
Smad9,SMAD9
Rfxap,RFXAP
Ccna1,CCNA1
4931419H13Rik,4931419H13RIK
Spg20,SPG20
Sohlh2,SOHLH2
Dclk1,DCLK1
Nbea,NBEA
Mab21l1,MAB21L1
4933417G07Rik,4933417G07RIK
Tm4sf1,TM4SF1
Tm4sf4,TM4SF4
Wwtr1,WWTR1
Commd2,COMMD2
Rnf13,RNF13
Pfn2,PFN2
1700007F19Rik,1700007F19RIK
Tsc22d2,TSC22D2
Serp1,SERP1
Eif2a,EIF2A
Gm8234,GM8234
Siah2,SIAH2
4930593A02Rik,4930593A02RIK
Clrn1,CLRN1
Med12l,MED12L
Gpr171,GPR171
P2ry14,P2RY14
Gpr87,GPR87
P2ry13,P2RY13
P2ry12,P2RY12
Igsf10,IGSF10
Gm5538,GM5538
C130079G13Rik,C130079G13RIK
Gm9696,GM9696
Aadacl2,AADACL2
Aadac,AADAC
Sucnr1,SUCNR1
Mbnl1,MBNL1
P2ry1,P2RY1
Rap2b,RAP2B
Arhgef26,ARHGEF26
Dhx36,DHX36
Gpr149,GPR149
Mme,MME
Plch1,PLCH1
E130311K13Rik,E130311K13RIK
Slc33a1,SLC33A1
Gmps,GMPS
Vmn2r1,VMN2R1
Kcnab1,KCNAB1
A730090N16Rik,A730090N16RIK
Ssr3,SSR3
4931440P22Rik,4931440P22RIK
Tiparp,TIPARP
Lekr1,LEKR1
Ccnl1,CCNL1
Veph1,VEPH1
Ptx3,PTX3
Shox2,SHOX2
Rsrc1,RSRC1
Mlf1,MLF1
Gfm1,GFM1
Lxn,LXN
Rarres1,RARRES1
Mfsd1,MFSD1
Iqcj,IQCJ
Schip1,SCHIP1
Il12a,IL12A
1110032F04Rik,1110032F04RIK
Ift80,IFT80
Smc4,SMC4
Trim59,TRIM59
Kpna4,KPNA4
Gm1647,GM1647
Arl14,ARL14
Ppm1l,PPM1L
B3galnt1,B3GALNT1
Nmd3,NMD3
Sis,SIS
Slitrk3,SLITRK3
Bche,BCHE
Zbbx,ZBBX
Serpini2,SERPINI2
Pdcd10,PDCD10
Serpini1,SERPINI1
Golim4,GOLIM4
Fstl5,FSTL5
Rapgef2,RAPGEF2
4921511C10Rik,4921511C10RIK
Gm17359,GM17359
Fnip2,FNIP2
Ppid,PPID
Etfdh,ETFDH
4930579G24Rik,4930579G24RIK
Rxfp1,RXFP1
Tmem144,TMEM144
Fam198b,FAM198B
Gria2,GRIA2
Glrb,GLRB
Pdgfc,PDGFC
Ctso,CTSO
Tdo2,TDO2
Npy2r,NPY2R
Rbm46,RBM46
Lrat,LRAT
Fgg,FGG
Fga,FGA
Fgb,FGB
Plrg1,PLRG1
Sfrp2,SFRP2
Tlr2,TLR2
Mnd1,MND1
Trim2,TRIM2
Gm6525,GM6525
4930565D16Rik,4930565D16RIK
Fhdc1,FHDC1
Arfip1,ARFIP1
Tigd4,TIGD4
Tmem154,TMEM154
Fbxw7,FBXW7
1700036G14Rik,1700036G14RIK
Fam160a1,FAM160A1
Glt28d2,GLT28D2
Prss48,PRSS48
Sh3d19,SH3D19
Lrba,LRBA
Mab21l2,MAB21L2
Dclk2,DCLK2
Cd1d2,CD1D2
Cd1d1,CD1D1
Kirrel,KIRREL
Fcrls,FCRLS
Cd5l,CD5L
Fcrl1,FCRL1
Fcrl5,FCRL5
Etv3,ETV3
Arhgef11,ARHGEF11
Pear1,PEAR1
Ntrk1,NTRK1
Insrr,INSRR
Sh2d2a,SH2D2A
Prcc,PRCC
Hdgf,HDGF
Mrpl24,MRPL24
Rrnad1,RRNAD1
Isg20l2,ISG20L2
Crabp2,CRABP2
Nes,NES
Bcan,BCAN
Hapln2,HAPLN2
Gpatch4,GPATCH4
Ttc24,TTC24
Iqgap3,IQGAP3
Mef2d,MEF2D
1700113A16Rik,1700113A16RIK
Rhbg,RHBG
Cct3,CCT3
Tmem79,TMEM79
Smg5,SMG5
Paqr6,PAQR6
Bglap2,BGLAP2
Bglap,BGLAP
Pmf1,PMF1
Slc25a44,SLC25A44
Sema4a,SEMA4A
Lmna,LMNA
Mex3a,MEX3A
Rab25,RAB25
Lamtor2,LAMTOR2
Ubqln4,UBQLN4
Ssr2,SSR2
Arhgef2,ARHGEF2
Rxfp4,RXFP4
Rit1,RIT1
Syt11,SYT11
5830417I10Rik,5830417I10RIK
1500004A13Rik,1500004A13RIK
Gon4l,GON4L
Msto1,MSTO1
Dap3,DAP3
Ash1l,ASH1L
Rusc1,RUSC1
Fdps,FDPS
Pklr,PKLR
Hcn3,HCN3
Clk2,CLK2
Scamp3,SCAMP3
Fam189b,FAM189B
Gba,GBA
Mtx1,MTX1
Thbs3,THBS3
Muc1,MUC1
Trim46,TRIM46
Krtcap2,KRTCAP2
Dpm3,DPM3
Slc50a1,SLC50A1
Efna1,EFNA1
Efna3,EFNA3
Efna4,EFNA4
Adam15,ADAM15
Dcst1,DCST1
Zbtb7b,ZBTB7B
Gm15417,GM15417
Lenep,LENEP
Flad1,FLAD1
Cks1b,CKS1B
Shc1,SHC1
Pygo2,PYGO2
Pbxip1,PBXIP1
Pmvk,PMVK
Kcnn3,KCNN3
Adar,ADAR
Chrnb2,CHRNB2
Ube2q1,UBE2Q1
She,SHE
Il6ra,IL6RA
Atp8b2,ATP8B2
Hax1,HAX1
Gm19710,GM19710
Ubap2l,UBAP2L
4933434E20Rik,4933434E20RIK
1700094D03Rik,1700094D03RIK
Tpm3,TPM3
Nup210l,NUP210L
Rps27,RPS27
Rab13,RAB13
Jtb,JTB
Creb3l4,CREB3L4
Slc39a1,SLC39A1
Crtc2,CRTC2
Dennd4b,DENND4B
Gatad2b,GATAD2B
Slc27a3,SLC27A3
Ints3,INTS3
Npr1,NPR1
Ilf2,ILF2
Snapin,SNAPIN
S100a1,S100A1
S100a13,S100A13
S100a14,S100A14
S100a16,S100A16
S100a2,S100A2
S100a3,S100A3
S100a4,S100A4
S100a5,S100A5
S100a6,S100A6
S100a7a,S100A7A
S100a8,S100A8
S100a9,S100A9
Pglyrp4,PGLYRP4
4930529C04Rik,4930529C04RIK
9130204L05Rik,9130204L05RIK
Pglyrp3,PGLYRP3
Lor,LOR
Prr9,PRR9
Sprr2b,SPRR2B
Sprr2d,SPRR2D
Sprr2e,SPRR2E
Sprr2f,SPRR2F
Sprr2g,SPRR2G
Sprr2h,SPRR2H
Sprr2i,SPRR2I
Sprr2j-ps,SPRR2J-PS
Sprr2k,SPRR2K
Sprr1b,SPRR1B
Sprr3,SPRR3
Sprr1a,SPRR1A
Sprr4,SPRR4
Ivl,IVL
Smcp,SMCP
Lce6a,LCE6A
Lce1a1,LCE1A1
Lce1b,LCE1B
Lce1a2,LCE1A2
Lce1c,LCE1C
Lce1d,LCE1D
Lce1e,LCE1E
Lce1f,LCE1F
Lce1g,LCE1G
Lce1h,LCE1H
Lce1i,LCE1I
Lce1k,LCE1K
Kprp,KPRP
Lce1l,LCE1L
2310050C09Rik,2310050C09RIK
Lce3a,LCE3A
Lce3b,LCE3B
Lce3c,LCE3C
Lce3f,LCE3F
Crct1,CRCT1
Lce1m,LCE1M
Gm4858,GM4858
Crnn,CRNN
Flg2,FLG2
Hrnr,HRNR
Rptn,RPTN
Tchh,TCHH
